Date,Country,Status,AQI Value
7/22/2022,Uzbekistan,Unhealthy for Sensitive Groups,116
7/22/2022,Vatican,Moderate,68
7/22/2022,Venezuela,Good,11
7/22/2022,Vietnam,Unhealthy for Sensitive Groups,119
7/22/2022,Zambia,Moderate,100
7/23/2022,Albania,Good,15
7/23/2022,Algeria,Moderate,65
7/23/2022,Andorra,Good,33
7/23/2022,Angola,Unhealthy for Sensitive Groups,105
7/23/2022,Argentina,Good,49
7/23/2022,Armenia,Good,41
7/23/2022,Australia,Moderate,81
7/23/2022,Austria,Good,28
7/23/2022,Azerbaijan,Good,23
7/23/2022,Bahrain,Unhealthy,161
7/23/2022,Bangladesh,Unhealthy for Sensitive Groups,141
7/23/2022,Belarus,Good,40
7/23/2022,Belgium,Good,48
7/23/2022,Belize,Good,6
7/23/2022,Bermuda,Good,11
7/23/2022,Bolivia,Moderate,71
7/23/2022,Bosnia and Herzegovina,Moderate,80
7/23/2022,Brazil,Unhealthy for Sensitive Groups,129
7/23/2022,Brunei,Good,10
7/23/2022,Bulgaria,Good,45
7/23/2022,Burkina Faso,Moderate,82
7/23/2022,Cambodia,Good,15
7/23/2022,Canada,Moderate,66
7/23/2022,Cape Verde,Moderate,51
7/23/2022,Cayman Islands,Good,1
7/23/2022,Central African Republic,Moderate,87
7/23/2022,Chad,Good,34
7/23/2022,Chile,Unhealthy for Sensitive Groups,119
7/23/2022,China,Unhealthy for Sensitive Groups,141
7/23/2022,Colombia,Moderate,79
7/23/2022,Costa Rica,Good,9
7/23/2022,Croatia,Good,39
7/23/2022,Cyprus,Good,46
7/23/2022,Czech Republic,Moderate,75
7/23/2022,Denmark,Good,10
7/23/2022,Dominican Republic,Good,23
7/23/2022,Ecuador,Moderate,56
7/23/2022,Egypt,Moderate,86
7/23/2022,El Salvador,Moderate,76
7/23/2022,Estonia,Good,42
7/23/2022,Ethiopia,Unhealthy,163
7/23/2022,Finland,Good,37
7/23/2022,France,Unhealthy for Sensitive Groups,103
7/23/2022,French Guiana,Good,9
7/23/2022,Gabon,Unhealthy for Sensitive Groups,114
7/23/2022,Gambia,Good,10
7/23/2022,Georgia,Good,39
7/23/2022,Germany,Moderate,60
7/23/2022,Ghana,Moderate,82
7/23/2022,Gibraltar,Moderate,55
7/23/2022,Greece,Good,44
7/23/2022,Grenada,Good,13
7/23/2022,Guadeloupe,Good,9
7/23/2022,Guam,Good,1
7/23/2022,Guatemala,Moderate,51
7/23/2022,Honduras,Good,6
7/23/2022,Hong Kong,Moderate,57
7/23/2022,Hungary,Moderate,74
7/23/2022,Iceland,Good,9
7/23/2022,India,Unhealthy for Sensitive Groups,141
7/23/2022,Indonesia,Moderate,93
7/23/2022,Iran,Unhealthy,152
7/23/2022,Iraq,Unhealthy for Sensitive Groups,137
7/23/2022,Ireland,Good,18
7/23/2022,Israel,Unhealthy for Sensitive Groups,112
7/23/2022,Italy,Unhealthy for Sensitive Groups,115
7/23/2022,Ivory Coast,Moderate,63
7/23/2022,Japan,Moderate,66
7/23/2022,Jersey,Good,9
7/23/2022,Jordan,Good,27
7/23/2022,Kazakhstan,Moderate,64
7/23/2022,Kenya,Moderate,84
7/23/2022,Kosovo,Moderate,51
7/23/2022,Kuwait,Moderate,87
7/23/2022,Kyrgyzstan,Good,44
7/23/2022,Laos,Moderate,64
7/23/2022,Latvia,Good,18
7/23/2022,Lebanon,Moderate,76
7/23/2022,Liberia,Good,7
7/23/2022,Liechtenstein,Good,14
7/23/2022,Lithuania,Good,48
7/23/2022,Luxembourg,Moderate,51
7/23/2022,Macao,Moderate,59
7/23/2022,Macedonia,Moderate,55
7/23/2022,Madagascar,Good,32
7/23/2022,Malaysia,Moderate,59
7/23/2022,Malta,Good,39
7/23/2022,Martinique,Good,24
7/23/2022,Mexico,Moderate,77
7/23/2022,Moldova,Good,6
7/23/2022,Monaco,Good,35
7/23/2022,Mongolia,Good,36
7/23/2022,Montenegro,Moderate,56
7/23/2022,Myanmar,Good,32
7/23/2022,Nepal,Good,30
7/23/2022,Netherlands,Good,41
7/23/2022,New Caledonia,Good,15
7/23/2022,New Zealand,Moderate,99
7/23/2022,Nigeria,Unhealthy for Sensitive Groups,105
7/23/2022,Norway,Good,20
7/23/2022,Pakistan,Moderate,91
7/23/2022,Palestinian Territory,Moderate,61
7/23/2022,Peru,Unhealthy for Sensitive Groups,110
7/23/2022,Philippines,Moderate,83
7/23/2022,Poland,Moderate,76
7/23/2022,Portugal,Good,26
7/23/2022,Puerto Rico,Good,10
7/23/2022,Qatar,Unhealthy,183
7/23/2022,Reunion,Good,23
7/23/2022,Romania,Moderate,61
7/23/2022,Russia,Moderate,75
7/23/2022,San Marino,Moderate,59
7/23/2022,Senegal,Good,33
7/23/2022,Serbia,Moderate,79
7/23/2022,Singapore,Good,47
7/23/2022,Slovakia,Moderate,74
7/23/2022,Slovenia,Moderate,89
7/23/2022,South Africa,Moderate,83
7/23/2022,South Korea,Moderate,91
7/23/2022,Spain,Unhealthy for Sensitive Groups,133
7/23/2022,Sri Lanka,Moderate,64
7/23/2022,Sudan,Moderate,59
7/23/2022,Sweden,Good,11
7/23/2022,Switzerland,Good,41
7/23/2022,Taiwan,Moderate,58
7/23/2022,Tajikistan,Moderate,59
7/23/2022,Thailand,Moderate,95
7/23/2022,Togo,Moderate,96
7/23/2022,Trinidad and Tobago,Good,33
7/23/2022,Turkey,Moderate,71
7/23/2022,Turkmenistan,Moderate,82
7/23/2022,Uganda,Unhealthy for Sensitive Groups,124
7/23/2022,Ukraine,Good,46
7/23/2022,United Arab Emirates,Moderate,87
7/23/2022,United Kingdom of Great Britain and Northern Ireland,Good,42
7/23/2022,United States of America,Moderate,87
7/23/2022,Uzbekistan,Moderate,62
7/23/2022,Vatican,Moderate,68
7/23/2022,Venezuela,Good,20
7/23/2022,Vietnam,Moderate,87
7/23/2022,Zambia,Moderate,78
7/23/2022,Albania,Good,20
7/23/2022,Algeria,Moderate,65
7/23/2022,Andorra,Good,45
7/23/2022,Angola,Unhealthy for Sensitive Groups,109
7/23/2022,Argentina,Moderate,62
7/23/2022,Armenia,Good,42
7/23/2022,Australia,Good,45
7/23/2022,Austria,Good,31
7/23/2022,Azerbaijan,Good,14
7/23/2022,Bahrain,Moderate,91
7/23/2022,Bangladesh,Unhealthy for Sensitive Groups,141
7/23/2022,Belarus,Moderate,58
7/23/2022,Belgium,Moderate,70
7/23/2022,Belize,Good,8
7/23/2022,Bermuda,Good,15
7/23/2022,Bolivia,Good,46
7/23/2022,Bosnia and Herzegovina,Moderate,74
7/23/2022,Brazil,Unhealthy for Sensitive Groups,105
7/23/2022,Brunei,Good,10
7/23/2022,Bulgaria,Good,39
7/23/2022,Burkina Faso,Moderate,59
7/23/2022,Cambodia,Good,15
7/23/2022,Canada,Moderate,71
7/23/2022,Cape Verde,Moderate,57
7/23/2022,Cayman Islands,Good,2
7/23/2022,Central African Republic,Moderate,86
7/23/2022,Chad,Moderate,99
7/23/2022,Chile,Unhealthy for Sensitive Groups,131
7/23/2022,China,Unhealthy for Sensitive Groups,149
7/23/2022,Colombia,Moderate,66
7/23/2022,Costa Rica,Good,30
7/23/2022,Croatia,Good,43
7/23/2022,Cyprus,Good,45
7/23/2022,Czech Republic,Moderate,80
7/23/2022,Denmark,Good,14
7/23/2022,Dominican Republic,Good,22
7/23/2022,Ecuador,Moderate,72
7/23/2022,Egypt,Moderate,86
7/23/2022,El Salvador,Moderate,68
7/23/2022,Estonia,Good,23
7/23/2022,Ethiopia,Unhealthy for Sensitive Groups,119
7/23/2022,Finland,Good,20
7/23/2022,France,Moderate,64
7/23/2022,French Guiana,Good,18
7/23/2022,Gabon,Hazardous,331
7/23/2022,Gambia,Moderate,56
7/23/2022,Georgia,Good,37
7/23/2022,Germany,Moderate,61
7/23/2022,Ghana,Unhealthy for Sensitive Groups,111
7/23/2022,Gibraltar,Good,46
7/23/2022,Greece,Moderate,57
7/23/2022,Grenada,Good,25
7/23/2022,Guadeloupe,Good,14
7/23/2022,Guam,Good,1
7/23/2022,Guatemala,Moderate,56
7/23/2022,Honduras,Good,11
7/23/2022,Hong Kong,Good,44
7/23/2022,Hungary,Moderate,68
7/23/2022,Iceland,Good,11
7/23/2022,India,Unhealthy for Sensitive Groups,146
7/23/2022,Indonesia,Moderate,93
7/23/2022,Iran,Unhealthy,160
7/23/2022,Iraq,Unhealthy,154
7/23/2022,Ireland,Good,28
7/23/2022,Israel,Moderate,88
7/23/2022,Italy,Unhealthy for Sensitive Groups,113
7/23/2022,Ivory Coast,Moderate,57
7/23/2022,Japan,Moderate,70
7/23/2022,Jersey,Good,9
7/23/2022,Jordan,Good,23
7/23/2022,Kazakhstan,Moderate,63
7/23/2022,Kenya,Unhealthy,185
7/23/2022,Kosovo,Moderate,54
7/23/2022,Kuwait,Unhealthy for Sensitive Groups,102
7/23/2022,Kyrgyzstan,Good,43
7/23/2022,Laos,Moderate,62
7/23/2022,Latvia,Good,20
7/23/2022,Lebanon,Moderate,76
7/23/2022,Liberia,Moderate,66
7/23/2022,Liechtenstein,Good,25
7/23/2022,Lithuania,Moderate,51
7/23/2022,Luxembourg,Good,36
7/23/2022,Macao,Good,38
7/23/2022,Macedonia,Moderate,67
7/23/2022,Madagascar,Good,27
7/23/2022,Malaysia,Moderate,62
7/23/2022,Malta,Good,50
7/23/2022,Martinique,Good,40
7/23/2022,Mexico,Moderate,92
7/23/2022,Moldova,Good,12
7/23/2022,Monaco,Good,43
7/23/2022,Mongolia,Good,43
7/23/2022,Montenegro,Good,48
7/23/2022,Myanmar,Good,27
7/23/2022,Nepal,Good,21
7/23/2022,Netherlands,Moderate,66
7/23/2022,New Caledonia,Good,11
7/23/2022,New Zealand,Moderate,58
7/23/2022,Nigeria,Unhealthy for Sensitive Groups,105
7/23/2022,Norway,Good,23
7/23/2022,Pakistan,Moderate,91
7/23/2022,Palestinian Territory,Moderate,55
7/23/2022,Peru,Unhealthy for Sensitive Groups,148
7/23/2022,Philippines,Moderate,83
7/23/2022,Poland,Moderate,65
7/23/2022,Portugal,Good,25
7/23/2022,Puerto Rico,Good,5
7/23/2022,Qatar,Unhealthy,183
7/23/2022,Reunion,Good,23
7/23/2022,Romania,Moderate,67
7/23/2022,Russia,Unhealthy for Sensitive Groups,140
7/23/2022,San Marino,Moderate,59
7/23/2022,Senegal,Good,33
7/23/2022,Serbia,Moderate,89
7/23/2022,Singapore,Moderate,63
7/23/2022,Slovakia,Moderate,56
7/23/2022,Slovenia,Moderate,60
7/23/2022,South Africa,Moderate,83
7/23/2022,South Korea,Moderate,75
7/23/2022,Spain,Unhealthy for Sensitive Groups,128
7/23/2022,Sri Lanka,Good,36
7/23/2022,Sudan,Unhealthy for Sensitive Groups,107
7/23/2022,Sweden,Good,16
7/23/2022,Switzerland,Good,39
7/23/2022,Taiwan,Moderate,56
7/23/2022,Tajikistan,Moderate,56
7/23/2022,Thailand,Moderate,96
7/23/2022,Togo,Moderate,74
7/23/2022,Trinidad and Tobago,Good,44
7/23/2022,Turkey,Moderate,64
7/23/2022,Turkmenistan,Moderate,57
7/23/2022,Uganda,Unhealthy,162
7/23/2022,Ukraine,Good,46
7/23/2022,United Arab Emirates,Moderate,92
7/23/2022,United Kingdom of Great Britain and Northern Ireland,Good,41
7/23/2022,United States of America,Moderate,86
7/23/2022,Uzbekistan,Moderate,92
7/23/2022,Vatican,Moderate,68
7/23/2022,Venezuela,Good,20
7/23/2022,Vietnam,Unhealthy for Sensitive Groups,119
7/23/2022,Zambia,Moderate,82
7/24/2022,Albania,Good,18
7/24/2022,Algeria,Moderate,65
7/24/2022,Andorra,Good,41
7/24/2022,Angola,Unhealthy for Sensitive Groups,107
7/24/2022,Argentina,Good,42
7/24/2022,Armenia,Good,43
7/24/2022,Australia,Moderate,60
7/24/2022,Austria,Good,43
7/24/2022,Azerbaijan,Good,11
7/24/2022,Bahrain,Moderate,85
7/24/2022,Bangladesh,Unhealthy for Sensitive Groups,141
7/24/2022,Belarus,Good,28
7/24/2022,Belgium,Good,49
7/24/2022,Belize,Good,18
7/24/2022,Bermuda,Good,13
7/24/2022,Bolivia,Moderate,54
7/24/2022,Bosnia and Herzegovina,Moderate,76
7/24/2022,Brazil,Moderate,95
7/24/2022,Brunei,Good,10
7/24/2022,Bulgaria,Good,35
7/24/2022,Burkina Faso,Moderate,88
7/24/2022,Cambodia,Good,15
7/24/2022,Canada,Moderate,71
7/24/2022,Cape Verde,Good,24
7/24/2022,Cayman Islands,Good,8
7/24/2022,Central African Republic,Moderate,74
7/24/2022,Chad,Moderate,53
7/24/2022,Chile,Unhealthy for Sensitive Groups,142
7/24/2022,China,Unhealthy,155
7/24/2022,Colombia,Moderate,68
7/24/2022,Costa Rica,Good,24
7/24/2022,Croatia,Good,42
7/24/2022,Cyprus,Good,31
7/24/2022,Czech Republic,Moderate,71
7/24/2022,Denmark,Good,17
7/24/2022,Dominican Republic,Good,22
7/24/2022,Ecuador,Good,32
7/24/2022,Egypt,Moderate,86
7/24/2022,El Salvador,Moderate,70
7/24/2022,Estonia,Good,15
7/24/2022,Ethiopia,Moderate,90
7/24/2022,Finland,Good,19
7/24/2022,France,Moderate,58
7/24/2022,French Guiana,Good,16
7/24/2022,Gabon,Moderate,100
7/24/2022,Gambia,Good,40
7/24/2022,Georgia,Moderate,80
7/24/2022,Germany,Moderate,69
7/24/2022,Ghana,Moderate,85
7/24/2022,Gibraltar,Good,20
7/24/2022,Greece,Moderate,64
7/24/2022,Grenada,Good,28
7/24/2022,Guadeloupe,Good,10
7/24/2022,Guam,Good,1
7/24/2022,Guatemala,Good,29
7/24/2022,Honduras,Good,17
7/24/2022,Hong Kong,Moderate,60
7/24/2022,Hungary,Good,50
7/24/2022,Iceland,Good,7
7/24/2022,India,Unhealthy for Sensitive Groups,147
7/24/2022,Indonesia,Moderate,93
7/24/2022,Iran,Unhealthy,172
7/24/2022,Iraq,Very Unhealthy,254
7/24/2022,Ireland,Good,26
7/24/2022,Israel,Moderate,83
7/24/2022,Italy,Moderate,97
7/24/2022,Ivory Coast,Good,50
7/24/2022,Japan,Moderate,97
7/24/2022,Jersey,Good,29
7/24/2022,Jordan,Good,26
7/24/2022,Kazakhstan,Moderate,68
7/24/2022,Kenya,Good,38
7/24/2022,Kosovo,Moderate,59
7/24/2022,Kuwait,Unhealthy for Sensitive Groups,110
7/24/2022,Kyrgyzstan,Good,47
7/24/2022,Laos,Moderate,53
7/24/2022,Latvia,Good,12
7/24/2022,Lebanon,Moderate,76
7/24/2022,Liberia,Moderate,51
7/24/2022,Liechtenstein,Good,27
7/24/2022,Lithuania,Good,23
7/24/2022,Luxembourg,Good,28
7/24/2022,Macao,Moderate,57
7/24/2022,Macedonia,Moderate,77
7/24/2022,Madagascar,Moderate,70
7/24/2022,Malaysia,Moderate,59
7/24/2022,Malta,Moderate,52
7/24/2022,Martinique,Good,46
7/24/2022,Mexico,Moderate,82
7/24/2022,Moldova,Good,15
7/24/2022,Monaco,Good,44
7/24/2022,Mongolia,Moderate,51
7/24/2022,Montenegro,Moderate,54
7/24/2022,Myanmar,Good,45
7/24/2022,Nepal,Good,35
7/24/2022,Netherlands,Good,48
7/24/2022,New Caledonia,Good,25
7/24/2022,New Zealand,Good,31
7/24/2022,Nigeria,Unhealthy for Sensitive Groups,105
7/24/2022,Norway,Good,35
7/24/2022,Pakistan,Moderate,91
7/24/2022,Palestinian Territory,Moderate,66
7/24/2022,Peru,Moderate,85
7/24/2022,Philippines,Moderate,83
7/24/2022,Poland,Good,47
7/24/2022,Portugal,Good,23
7/24/2022,Puerto Rico,Good,18
7/24/2022,Qatar,Unhealthy,183
7/24/2022,Reunion,Good,16
7/24/2022,Romania,Moderate,67
7/24/2022,Russia,Moderate,85
7/24/2022,San Marino,Moderate,76
7/24/2022,Senegal,Good,33
7/24/2022,Serbia,Moderate,60
7/24/2022,Singapore,Good,32
7/24/2022,Slovakia,Moderate,56
7/24/2022,Slovenia,Moderate,53
7/24/2022,South Africa,Moderate,83
7/24/2022,South Korea,Moderate,74
7/24/2022,Spain,Unhealthy for Sensitive Groups,123
7/24/2022,Sri Lanka,Good,48
7/24/2022,Sudan,Moderate,53
7/24/2022,Sweden,Good,22
7/24/2022,Switzerland,Good,43
7/24/2022,Taiwan,Moderate,60
7/24/2022,Tajikistan,Moderate,64
7/24/2022,Thailand,Moderate,91
7/24/2022,Togo,Moderate,95
7/24/2022,Trinidad and Tobago,Moderate,78
7/24/2022,Turkey,Moderate,66
7/24/2022,Turkmenistan,Unhealthy for Sensitive Groups,104
7/24/2022,Uganda,Unhealthy,169
7/24/2022,Ukraine,Moderate,63
7/24/2022,United Arab Emirates,Unhealthy,174
7/24/2022,United Kingdom of Great Britain and Northern Ireland,Good,39
7/24/2022,United States of America,Moderate,85
7/24/2022,Uzbekistan,Moderate,73
7/24/2022,Vatican,Moderate,57
7/24/2022,Venezuela,Good,4
7/24/2022,Vietnam,Moderate,92
7/24/2022,Zambia,Unhealthy,152
7/25/2022,Albania,Moderate,55
7/25/2022,Algeria,Moderate,65
7/25/2022,Andorra,Good,16
7/25/2022,Angola,Unhealthy for Sensitive Groups,117
7/25/2022,Argentina,Moderate,74
7/25/2022,Armenia,Moderate,78
7/25/2022,Australia,Good,43
7/25/2022,Austria,Good,47
7/25/2022,Azerbaijan,Good,34
7/25/2022,Bahrain,Moderate,85
7/25/2022,Bangladesh,Unhealthy for Sensitive Groups,141
7/25/2022,Belarus,Good,29
7/25/2022,Belgium,Good,24
7/25/2022,Belize,Good,18
7/25/2022,Bermuda,Good,8
7/25/2022,Bolivia,Moderate,52
7/25/2022,Bosnia and Herzegovina,Moderate,62
7/25/2022,Brazil,Unhealthy for Sensitive Groups,108
7/25/2022,Brunei,Good,11
7/25/2022,Bulgaria,Good,33
7/25/2022,Burkina Faso,Unhealthy for Sensitive Groups,107
7/25/2022,Cambodia,Good,15
7/25/2022,Canada,Good,48
7/25/2022,Cape Verde,Good,43
7/25/2022,Cayman Islands,Good,2
7/25/2022,Central African Republic,Moderate,95
7/25/2022,Chad,Moderate,70
7/25/2022,Chile,Unhealthy for Sensitive Groups,113
7/25/2022,China,Unhealthy,157
7/25/2022,Colombia,Moderate,66
7/25/2022,Costa Rica,Good,44
7/25/2022,Croatia,Good,42
7/25/2022,Cyprus,Good,40
7/25/2022,Czech Republic,Moderate,84
7/25/2022,Denmark,Good,14
7/25/2022,Dominican Republic,Good,21
7/25/2022,Ecuador,Good,39
7/25/2022,Egypt,Moderate,86
7/25/2022,El Salvador,Moderate,83
7/25/2022,Estonia,Good,15
7/25/2022,Ethiopia,Unhealthy,161
7/25/2022,Finland,Good,28
7/25/2022,France,Moderate,64
7/25/2022,French Guiana,Good,15
7/25/2022,Gabon,Unhealthy for Sensitive Groups,127
7/25/2022,Gambia,Moderate,61
7/25/2022,Georgia,Good,34
7/25/2022,Germany,Moderate,62
7/25/2022,Ghana,Moderate,84
7/25/2022,Gibraltar,Moderate,61
7/25/2022,Greece,Moderate,57
7/25/2022,Grenada,Good,6
7/25/2022,Guadeloupe,Good,38
7/25/2022,Guam,Good,1
7/25/2022,Guatemala,Good,35
7/25/2022,Honduras,Good,36
7/25/2022,Hong Kong,Moderate,58
7/25/2022,Hungary,Moderate,54
7/25/2022,Iceland,Good,8
7/25/2022,India,Unhealthy for Sensitive Groups,146
7/25/2022,Indonesia,Moderate,93
7/25/2022,Iran,Unhealthy,160
7/25/2022,Iraq,Unhealthy,158
7/25/2022,Ireland,Good,20
7/25/2022,Israel,Moderate,82
7/25/2022,Italy,Unhealthy for Sensitive Groups,113
7/25/2022,Ivory Coast,Moderate,61
7/25/2022,Japan,Moderate,89
7/25/2022,Jersey,Good,39
7/25/2022,Jordan,Good,24
7/25/2022,Kazakhstan,Moderate,85
7/25/2022,Kenya,Good,49
7/25/2022,Kosovo,Good,49
7/25/2022,Kuwait,Unhealthy for Sensitive Groups,120
7/25/2022,Kyrgyzstan,Good,42
7/25/2022,Laos,Moderate,66
7/25/2022,Latvia,Good,17
7/25/2022,Lebanon,Moderate,76
7/25/2022,Liberia,Good,2
7/25/2022,Liechtenstein,Good,17
7/25/2022,Lithuania,Good,28
7/25/2022,Luxembourg,Good,27
7/25/2022,Macao,Good,50
7/25/2022,Macedonia,Moderate,62
7/25/2022,Madagascar,Good,35
7/25/2022,Malaysia,Moderate,57
7/25/2022,Malta,Good,38
7/25/2022,Martinique,Moderate,78
7/25/2022,Mexico,Moderate,81
7/25/2022,Moldova,Good,9
7/25/2022,Monaco,Good,37
7/25/2022,Mongolia,Moderate,63
7/25/2022,Montenegro,Moderate,56
7/25/2022,Myanmar,Good,27
7/25/2022,Nepal,Good,31
7/25/2022,Netherlands,Good,38
7/25/2022,New Caledonia,Good,15
7/25/2022,New Zealand,Good,36
7/25/2022,Nigeria,Unhealthy for Sensitive Groups,105
7/25/2022,Norway,Good,35
7/25/2022,Pakistan,Moderate,91
7/25/2022,Palestinian Territory,Moderate,57
7/25/2022,Peru,Moderate,90
7/25/2022,Philippines,Moderate,83
7/25/2022,Poland,Moderate,52
7/25/2022,Portugal,Good,23
7/25/2022,Puerto Rico,Moderate,54
7/25/2022,Qatar,Unhealthy,183
7/25/2022,Reunion,Good,18
7/25/2022,Romania,Moderate,70
7/25/2022,Russia,Moderate,81
7/25/2022,San Marino,Moderate,55
7/25/2022,Senegal,Good,33
7/25/2022,Serbia,Moderate,64
7/25/2022,Singapore,Good,27
7/25/2022,Slovakia,Moderate,57
7/25/2022,Slovenia,Moderate,55
7/25/2022,South Africa,Moderate,83
7/25/2022,South Korea,Moderate,89
7/25/2022,Spain,Moderate,95
7/25/2022,Sri Lanka,Good,36
7/25/2022,Sudan,Moderate,74
7/25/2022,Sweden,Good,30
7/25/2022,Switzerland,Good,35
7/25/2022,Taiwan,Moderate,66
7/25/2022,Tajikistan,Moderate,62
7/25/2022,Thailand,Unhealthy for Sensitive Groups,116
7/25/2022,Togo,Moderate,58
7/25/2022,Trinidad and Tobago,Good,35
7/25/2022,Turkey,Moderate,80
7/25/2022,Turkmenistan,Moderate,89
7/25/2022,Uganda,Unhealthy,172
7/25/2022,Ukraine,Good,49
7/25/2022,United Arab Emirates,Unhealthy for Sensitive Groups,115
7/25/2022,United Kingdom of Great Britain and Northern Ireland,Good,33
7/25/2022,United States of America,Moderate,84
7/25/2022,Uzbekistan,Moderate,57
7/25/2022,Vatican,Moderate,61
7/25/2022,Venezuela,Good,5
7/25/2022,Vietnam,Moderate,84
7/25/2022,Zambia,Moderate,89
7/26/2022,Albania,Good,42
7/26/2022,Algeria,Moderate,65
7/26/2022,Andorra,Good,21
7/26/2022,Angola,Moderate,92
7/26/2022,Argentina,Good,35
7/26/2022,Armenia,Moderate,65
7/26/2022,Australia,Good,44
7/26/2022,Austria,Good,27
7/26/2022,Azerbaijan,Good,40
7/26/2022,Bahrain,Moderate,89
7/26/2022,Bangladesh,Unhealthy for Sensitive Groups,141
7/26/2022,Belarus,Good,22
7/26/2022,Belgium,Good,40
7/26/2022,Belize,Good,16
7/26/2022,Bermuda,Good,9
7/26/2022,Bolivia,Moderate,72
7/26/2022,Bosnia and Herzegovina,Moderate,72
7/26/2022,Brazil,Unhealthy for Sensitive Groups,124
7/26/2022,Brunei,Good,10
7/26/2022,Bulgaria,Good,43
7/26/2022,Burkina Faso,Good,48
7/26/2022,Cambodia,Good,15
7/26/2022,Canada,Good,49
7/26/2022,Cape Verde,Good,46
7/26/2022,Cayman Islands,Good,1
7/26/2022,Central African Republic,Unhealthy for Sensitive Groups,114
7/26/2022,Chad,Moderate,61
7/26/2022,Chile,Unhealthy for Sensitive Groups,113
7/26/2022,China,Unhealthy for Sensitive Groups,142
7/26/2022,Colombia,Moderate,64
7/26/2022,Costa Rica,Moderate,51
7/26/2022,Croatia,Good,39
7/26/2022,Cyprus,Good,35
7/26/2022,Czech Republic,Unhealthy for Sensitive Groups,128
7/26/2022,Denmark,Good,12
7/26/2022,Dominican Republic,Good,47
7/26/2022,Ecuador,Good,48
7/26/2022,Egypt,Moderate,86
7/26/2022,El Salvador,Moderate,86
7/26/2022,Estonia,Good,24
7/26/2022,Ethiopia,Unhealthy,152
7/26/2022,Finland,Good,30
7/26/2022,France,Moderate,59
7/26/2022,French Guiana,Good,7
7/26/2022,Gabon,Unhealthy,155
7/26/2022,Gambia,Good,5
7/26/2022,Georgia,Good,42
7/26/2022,Germany,Good,44
7/26/2022,Ghana,Moderate,100
7/26/2022,Gibraltar,Very Unhealthy,251
7/26/2022,Greece,Moderate,59
7/26/2022,Grenada,Good,24
7/26/2022,Guadeloupe,Good,19
7/26/2022,Guam,Good,1
7/26/2022,Guatemala,Good,28
7/26/2022,Honduras,Good,14
7/26/2022,Hong Kong,Good,49
7/26/2022,Hungary,Moderate,63
7/26/2022,Iceland,Good,27
7/26/2022,India,Unhealthy,152
7/26/2022,Indonesia,Moderate,93
7/26/2022,Iran,Unhealthy,161
7/26/2022,Iraq,Unhealthy,155
7/26/2022,Ireland,Good,18
7/26/2022,Israel,Unhealthy for Sensitive Groups,139
7/26/2022,Italy,Moderate,78
7/26/2022,Ivory Coast,Good,46
7/26/2022,Japan,Unhealthy for Sensitive Groups,129
7/26/2022,Jersey,Good,20
7/26/2022,Jordan,Good,26
7/26/2022,Kazakhstan,Moderate,62
7/26/2022,Kenya,Unhealthy for Sensitive Groups,109
7/26/2022,Kosovo,Good,46
7/26/2022,Kuwait,Unhealthy for Sensitive Groups,107
7/26/2022,Kyrgyzstan,Good,36
7/26/2022,Laos,Moderate,77
7/26/2022,Latvia,Good,19
7/26/2022,Lebanon,Moderate,76
7/26/2022,Liberia,Good,3
7/26/2022,Liechtenstein,Good,23
7/26/2022,Lithuania,Good,33
7/26/2022,Luxembourg,Good,22
7/26/2022,Macao,Moderate,68
7/26/2022,Macedonia,Moderate,58
7/26/2022,Madagascar,Moderate,87
7/26/2022,Malaysia,Moderate,56
7/26/2022,Malta,Good,49
7/26/2022,Martinique,Moderate,54
7/26/2022,Mexico,Moderate,62
7/26/2022,Moldova,Good,6
7/26/2022,Monaco,Good,42
7/26/2022,Mongolia,Good,35
7/26/2022,Montenegro,Moderate,65
7/26/2022,Myanmar,Good,27
7/26/2022,Nepal,Good,43
7/26/2022,Netherlands,Good,32
7/26/2022,New Caledonia,Good,28
7/26/2022,New Zealand,Good,42
